full_name,selling_price,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power,seats,age
Volvo XC90 D5 Inscription BSIV,43.5,Individual,80000,First Owner,Diesel,Automatic,17.2,1969.0,235.0,7.0,7
Land Rover Range Rover Evoque 2.0 TD4 SE Dynamic,43.5,Dealer,45000,First Owner,Diesel,Automatic,15.68,1999.0,177.0,5.0,5
Jaguar XJ 3.0L Portfolio,43.25,Dealer,25000,First Owner,Diesel,Automatic,10.5,2993.0,271.23,4.0,7
Jaguar F-PACE Prestige 2.0 AWD,43.0,Dealer,22000,First Owner,Diesel,Automatic,16.38,1999.0,177.0,5.0,6
Audi A5 Sportback,43.0,Dealer,21000,First Owner,Diesel,Automatic,19.2,1968.0,187.74,5.0,4
Audi A5 Sportback,43.0,Dealer,14800,First Owner,Diesel,Automatic,19.2,1968.0,187.74,5.0,5
BMW 3 Series GT 320d Luxury Line,43.0,Dealer,2000,First Owner,Diesel,Automatic,19.59,1995.0,184.0,5.0,3
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,43.0,Individual,35000,First Owner,Diesel,Automatic,11.3,2987.0,254.8,7.0,6
Jaguar XJ 3.0L Premium Luxury,43.0,Dealer,23000,First Owner,Diesel,Automatic,14.47,2993.0,301.73,5.0,7
Mercedes-Benz GLE Class 250d,43.0,Dealer,50000,First Owner,Diesel,Automatic,17.9,2143.0,201.15,5.0,6
Mercedes-Benz GLE Class 250d,42.75,Dealer,50000,First Owner,Diesel,Automatic,17.9,2143.0,201.15,5.0,6
Audi A5 Sportback,42.7,Dealer,9000,First Owner,Diesel,Automatic,19.2,1968.0,187.74,5.0,5
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,42.55,Dealer,50000,First Owner,Diesel,Automatic,11.3,2987.0,254.8,7.0,6
Jaguar XJ 3.0L Portfolio,42.5,Dealer,25000,First Owner,Diesel,Automatic,10.5,2993.0,271.23,4.0,8
BMW 5 Series 520d Luxury Line,42.0,Dealer,36000,First Owner,Diesel,Automatic,22.48,1995.0,187.74,5.0,4
Porsche Cayenne Diesel,42.0,Dealer,87000,First Owner,Diesel,Automatic,15.15,2967.0,240.0,5.0,10
Audi A4 35 TDI Technology,42.0,Individual,10950,First Owner,Diesel,Automatic,18.25,1968.0,187.74,5.0,3
Mercedes-Benz CLS 350,42.0,Dealer,8000,First Owner,Petrol,Automatic,9.26,3498.0,306.0,4.0,8
Mercedes-Benz C-Class 250 CDI Classic,42.0,Dealer,24000,First Owner,Diesel,Automatic,15.8,2143.0,170.0,5.0,7
BMW 5 Series 520d Sport Line,42.0,Dealer,44000,First Owner,Diesel,Automatic,22.48,1995.0,187.74,5.0,5
BMW X5 xDrive 30d M Sport,42.0,Dealer,40000,First Owner,Diesel,Automatic,15.97,2993.0,258.0,5.0,6
Audi R8 4.2 FSI Quattro R Tronic,42.0,Dealer,28000,First Owner,Petrol,Automatic,8.5,4163.0,423.7,2.0,13
Audi A5 Sportback,41.75,Dealer,25000,First Owner,Diesel,Automatic,19.2,1968.0,187.74,5.0,5
BMW 5 Series 520d Sport Line,41.75,Dealer,12500,First Owner,Diesel,Automatic,22.48,1995.0,187.74,5.0,5
Mercedes-Benz E-Class E200 Edition E,41.5,Dealer,26000,First Owner,Petrol,Automatic,12.0,1991.0,184.0,5.0,5
Mercedes-Benz E-Class E 200 CGI,41.5,Dealer,26000,First Owner,Petrol,Automatic,12.0,1991.0,184.0,5.0,5
BMW X5 xDrive 30d M Sport,41.5,Dealer,47270,First Owner,Diesel,Automatic,15.97,2993.0,258.0,5.0,6
Lexus ES 300h,41.0,Dealer,34000,First Owner,Petrol,Automatic,22.37,2487.0,214.56,5.0,5
Mercedes-Benz GL-Class 350 CDI Luxury,41.0,Dealer,70000,First Owner,Diesel,Automatic,12.0,2987.0,224.0,7.0,6
BMW 6 Series 640d Gran Coupe,41.0,Dealer,30000,First Owner,Diesel,Automatic,9.52,2993.0,313.0,4.0,9
Lexus ES 300h,41.0,Dealer,33000,First Owner,Petrol,Automatic,22.37,2487.0,214.56,5.0,5
Mercedes-Benz CLS 250 CDI,41.0,Dealer,4800,First Owner,Diesel,Automatic,19.4,2143.0,204.0,4.0,6
Land Rover Discovery Sport 2015-2020 SD4 HSE Luxury 7S,41.0,Dealer,37500,First Owner,Diesel,Automatic,12.51,2179.0,187.7,7.0,4
Mercedes-Benz E-Class Exclusive E 220d,41.0,Dealer,41000,First Owner,Diesel,Automatic,16.1,1950.0,191.7,5.0,5
Lexus ES 300h,41.0,Dealer,33000,First Owner,Petrol,Automatic,22.37,2487.0,214.56,5.0,5
Volvo XC90 D5 Inscription BSIV,41.0,Dealer,85000,First Owner,Diesel,Automatic,17.2,1969.0,235.0,7.0,6
Mercedes-Benz E-Class Exclusive E 200,41.0,Dealer,24000,First Owner,Petrol,Automatic,15.0,1991.0,194.4,5.0,5
Volvo XC 90 D5 AWD,40.5,Dealer,90300,First Owner,Diesel,Manual,11.1,2400.0,200.0,7.0,6
Audi A3 cabriolet 40 TFSI Premium Plus,40.0,Dealer,8000,First Owner,Petrol,Automatic,16.6,1798.0,177.0,4.0,4
Land Rover Discovery Sport 2015-2020 TD4 HSE,40.0,Dealer,12000,First Owner,Diesel,Automatic,12.63,2179.0,147.5,5.0,3
BMW 3 Series 330i Sport Line,40.0,Individual,30000,First Owner,Petrol,Automatic,15.34,1998.0,249.0,5.0,5
Jaguar XF 2.0 Diesel Portfolio,40.0,Individual,36000,First Owner,Diesel,Automatic,19.33,1999.0,177.0,5.0,5
BMW M Series M6 Coupe,40.0,Dealer,100000,First Owner,Petrol,Automatic,10.0,4999.0,507.0,4.0,9
BMW X5 xDrive 30d xLine,40.0,Dealer,75000,First Owner,Diesel,Automatic,13.38,2993.0,265.0,5.0,7
BMW 6 Series 640d Coupe,40.0,Dealer,24000,First Owner,Diesel,Automatic,9.52,2993.0,313.0,4.0,9
Mercedes-Benz C-Class Progressive C 220d,40.0,Dealer,10000,First Owner,Diesel,Automatic,12.6,1950.0,194.0,5.0,2
BMW 5 Series 520d Luxury Line,40.0,Dealer,23000,First Owner,Diesel,Automatic,22.48,1995.0,187.74,5.0,4
Land Rover Range Rover LWB 4.4 SDV8 Vogue SE,40.0,Dealer,158648,First Owner,Diesel,Automatic,11.49,4367.0,335.3,5.0,10
Mercedes-Benz GLE Class 250d,40.0,Dealer,59000,First Owner,Diesel,Automatic,17.9,2143.0,201.15,5.0,5
BMW 5 Series 520d Sport Line,40.0,Dealer,10002,First Owner,Diesel,Automatic,22.48,1995.0,187.74,5.0,4
Mercedes-Benz GLE Class 250d,39.99,Dealer,29000,First Owner,Diesel,Automatic,17.9,2143.0,201.15,5.0,6
BMW Z4 35i,39.99,Dealer,27000,First Owner,Petrol,Automatic,10.37,2979.0,301.72,2.0,7
BMW X5 xDrive 30d,39.95,Dealer,39000,First Owner,Diesel,Automatic,15.3,2993.0,258.0,5.0,8
Mercedes-Benz E-Class E 200 CGI,39.95,Dealer,35000,First Owner,Petrol,Automatic,12.0,1991.0,184.0,5.0,5
BMW 5 Series 520d Luxury Line,39.9,Dealer,55000,First Owner,Diesel,Automatic,22.48,1995.0,187.74,5.0,4
Mercedes-Benz E-Class E 200 CGI,39.9,Dealer,48000,First Owner,Petrol,Automatic,12.0,1991.0,184.0,5.0,5
Land Rover Discovery HSE Luxury 3.0 TD6,39.9,Dealer,38000,First Owner,Diesel,Automatic,18.0,2993.0,255.0,7.0,4
Lexus ES 300h,39.9,Dealer,28000,First Owner,Petrol,Automatic,22.37,2487.0,214.56,5.0,4
BMW X3 xDrive 20d xLine,39.85,Dealer,36799,First Owner,Diesel,Automatic,18.56,1995.0,187.7,5.0,6
Land Rover Discovery HSE Luxury 3.0 TD6,39.8,Dealer,38000,First Owner,Diesel,Automatic,18.0,2993.0,255.0,7.0,4
Mercedes-Benz E-Class E 220 CDI Avantgarde,39.75,Dealer,49000,First Owner,Diesel,Automatic,10.0,2148.0,170.0,5.0,5
BMW 5 Series 520d Luxury Line,39.75,Dealer,30000,First Owner,Diesel,Automatic,22.48,1995.0,187.74,5.0,5
Mercedes-Benz C-Class C 220 CDI Avantgarde,39.5,Dealer,9000,First Owner,Diesel,Automatic,19.27,2143.0,170.0,5.0,3
BMW 5 Series 520d Luxury Line,39.5,Dealer,65000,First Owner,Diesel,Automatic,22.48,1995.0,187.74,5.0,4
Land Rover Range Rover Evoque Pure,39.5,Dealer,62000,First Owner,Diesel,Automatic,12.7,2179.0,187.7,5.0,6
Mercedes-Benz GLE Class 250d,39.5,Dealer,68400,First Owner,Diesel,Automatic,17.9,2143.0,201.15,5.0,6
Mercedes-Benz E-Class E 200 CGI,39.45,Dealer,35000,First Owner,Petrol,Automatic,12.0,1991.0,181.03,5.0,5
BMW 5 Series 520d Luxury Line,39.45,Dealer,31000,First Owner,Diesel,Automatic,18.12,1995.0,190.0,5.0,5
BMW 5 Series 520d Sport Line,39.15,Dealer,45000,First Owner,Diesel,Automatic,22.48,1995.0,187.74,5.0,5
Mercedes-Benz E-Class Expression E 220 d BSIV,39.0,Individual,14000,First Owner,Diesel,Automatic,16.1,1950.0,191.7,5.0,6
BMW 7 Series 730Ld,39.0,Dealer,60000,First Owner,Diesel,Automatic,14.49,2993.0,258.0,5.0,7
BMW 5 Series 530d M Sport,39.0,Dealer,28000,First Owner,Diesel,Automatic,14.69,2993.0,258.0,5.0,7
BMW X3 xDrive30d,39.0,Dealer,49000,First Owner,Diesel,Automatic,16.55,2993.0,258.0,5.0,5
Porsche Cayenne S Diesel Platinum Edition,39.0,Dealer,60000,First Owner,Diesel,Automatic,14.28,4134.0,385.0,5.0,8
BMW 5 Series 520d Sport Line,39.0,Dealer,12000,First Owner,Diesel,Automatic,22.48,1995.0,187.74,5.0,4
Mercedes-Benz GLE Class 250d,39.0,Dealer,83000,First Owner,Diesel,Automatic,17.9,2143.0,201.15,5.0,5
Mercedes-Benz GLE Class 250d,38.99,Dealer,30000,First Owner,Diesel,Automatic,17.9,2143.0,201.15,5.0,6
Jaguar XJ 2.0L Portfolio LWB,38.9,Dealer,60000,First Owner,Petrol,Automatic,9.4,1999.0,237.36,5.0,7
Mercedes-Benz GLE Class 250d,38.9,Dealer,55000,First Owner,Diesel,Automatic,17.9,2143.0,201.15,5.0,6
Skoda Kodiaq 2.0 TDI Laurin Klement,38.9,Dealer,4000,First Owner,Diesel,Automatic,16.25,1968.0,148.0,7.0,3
Mini Cooper 3 DOOR S,38.75,Dealer,22000,First Owner,Petrol,Automatic,17.33,1998.0,189.08,4.0,4
Mercedes-Benz GLE Class 250d,38.5,Dealer,48500,First Owner,Diesel,Automatic,17.9,2143.0,201.15,5.0,6
Mercedes-Benz GL-Class 220d Celebration Edition,38.5,Dealer,32000,First Owner,Diesel,Automatic,17.9,2143.0,168.0,5.0,6
Mercedes-Benz GLE Class 250d,38.5,Dealer,46003,First Owner,Diesel,Automatic,17.9,2143.0,201.15,5.0,6
BMW X5 xDrive 30d Design Pure Experience 5 Seater,38.5,Dealer,46000,First Owner,Diesel,Automatic,15.97,2993.0,258.0,5.0,6
Volvo S90 D4 Inscription BSIV,38.5,Dealer,40000,First Owner,Diesel,Automatic,18.0,1969.0,190.0,5.0,5
Mercedes-Benz GLE Class 250d,38.5,Dealer,57000,First Owner,Diesel,Automatic,17.9,2143.0,201.15,5.0,6
Skoda Kodiaq 2.0 TDI Laurin Klement,38.5,Dealer,3800,First Owner,Diesel,Automatic,16.25,1968.0,148.0,7.0,3
Skoda Kodiaq 2.0 TDI Laurin Klement,38.5,Dealer,3000,First Owner,Diesel,Automatic,16.25,1968.0,148.0,7.0,3
Mercedes-Benz C-Class C 220 CDI Avantgarde,38.0,Dealer,7000,First Owner,Diesel,Automatic,19.27,2143.0,170.0,5.0,3
Mercedes-Benz GL-Class 300 4MATIC,38.0,Dealer,30000,First Owner,Petrol,Automatic,11.5,1991.0,245.0,5.0,6
Porsche Panamera Base,38.0,Dealer,25000,First Owner,Petrol,Automatic,7.5,4806.0,394.3,4.0,12
Land Rover Discovery Sport 2015-2020 TD4 SE 7S,38.0,Individual,60000,First Owner,Diesel,Automatic,12.83,2179.0,147.5,7.0,5
Jaguar XE 2016-2019 2.0L Diesel Prestige,38.0,Individual,25000,First Owner,Diesel,Automatic,13.6,1999.0,177.0,5.0,3
Mercedes-Benz GLE Class 250d,38.0,Dealer,49500,First Owner,Diesel,Automatic,17.9,2143.0,201.15,5.0,6
Skoda Kodiaq 2.0 TDI Laurin Klement,38.0,Dealer,3800,First Owner,Diesel,Automatic,16.25,1968.0,148.0,7.0,3
BMW 5 Series 520d Luxury Line,38.0,Dealer,24000,First Owner,Diesel,Automatic,18.12,1995.0,190.0,5.0,6
Mercedes-Benz C-Class Progressive C 200,37.75,Dealer,24300,First Owner,Petrol,Automatic,11.9,1950.0,201.15,5.0,3
Skoda Kodiaq 2.0 TDI Laurin Klement,37.75,Dealer,3800,First Owner,Diesel,Automatic,16.25,1968.0,148.0,7.0,3
Mercedes-Benz E-Class Exclusive E 220 d BSIV,37.5,Dealer,48000,First Owner,Diesel,Automatic,16.1,1950.0,191.7,5.0,5
Mercedes-Benz GLE Class 250d,37.5,Dealer,46500,First Owner,Diesel,Automatic,17.9,2143.0,201.15,5.0,6
Mercedes-Benz E-Class Exclusive E 220d,37.5,Dealer,48000,First Owner,Diesel,Automatic,16.1,1950.0,191.7,5.0,5
BMW 5 Series 520d Luxury Line,37.5,Individual,35000,First Owner,Diesel,Automatic,18.12,1995.0,190.0,5.0,6
BMW X3 xDrive 20d Expedition,37.5,Individual,40000,First Owner,Diesel,Automatic,18.56,1995.0,190.0,5.0,5
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,37.0,Dealer,115000,First Owner,Diesel,Automatic,11.3,2987.0,254.8,7.0,7
BMW 5 Series 520d Sport Line,37.0,Dealer,34000,First Owner,Diesel,Automatic,22.48,1995.0,187.74,5.0,4
BMW X5 xDrive 30d Design Pure Experience 5 Seater,37.0,Dealer,47500,First Owner,Diesel,Automatic,15.97,2993.0,258.0,5.0,7
BMW 5 Series 520d Luxury Line,37.0,Dealer,63000,First Owner,Diesel,Automatic,22.48,1995.0,187.74,5.0,4
BMW 5 Series 520d Luxury Line,37.0,Dealer,18000,First Owner,Diesel,Automatic,22.48,1995.0,187.74,5.0,5
Land Rover Range Rover Evoque 2.2L Prestige,37.0,Dealer,56000,First Owner,Diesel,Automatic,12.7,2179.0,187.7,5.0,7
Mercedes-Benz GLE Class 250d,36.99,Dealer,61000,First Owner,Diesel,Automatic,17.9,2143.0,201.15,5.0,5
Mercedes-Benz GLE Class 350d,36.95,Dealer,111000,First Owner,Diesel,Automatic,11.57,2987.0,254.79,5.0,6
Audi A5 Sportback,36.8,Dealer,36000,First Owner,Diesel,Automatic,19.2,1968.0,187.74,5.0,5
Mercedes-Benz GL-Class 220d 4MATIC Sport,36.75,Dealer,38000,First Owner,Diesel,Automatic,17.9,2143.0,170.0,5.0,5
Mercedes-Benz CLA 45 AMG,36.75,Dealer,50000,First Owner,Petrol,Automatic,15.04,1991.0,360.0,5.0,6
Volvo S90 D4 Inscription BSIV,36.5,Dealer,20400,First Owner,Diesel,Automatic,18.0,1969.0,190.0,5.0,6
BMW X1 sDrive 20d xLine,36.5,Individual,10000,First Owner,Diesel,Automatic,20.68,1995.0,188.0,5.0,3
Mercedes-Benz C-Class C 200 AVANTGARDE,36.5,Dealer,8000,First Owner,Petrol,Automatic,14.74,1991.0,181.04,5.0,4
Mercedes-Benz GLC 220d 4MATIC,36.5,Dealer,33000,First Owner,Diesel,Automatic,0.0,1950.0,194.0,5.0,5
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,36.5,Dealer,50000,First Owner,Diesel,Automatic,11.3,2987.0,254.8,7.0,8
Toyota Fortuner 2016-2021 2.8 2WD AT,36.5,Dealer,6300,First Owner,Diesel,Automatic,12.9,2755.0,174.5,7.0,2
Toyota Fortuner 2016-2021 2.8 2WD AT,36.5,Dealer,29000,First Owner,Diesel,Automatic,12.9,2755.0,174.5,7.0,2
Skoda Kodiaq 2.0 TDI Laurin Klement,36.0,Individual,52000,First Owner,Diesel,Automatic,16.25,1968.0,148.0,7.0,3
Mercedes-Benz CLS 350 BE,36.0,Dealer,34000,First Owner,Petrol,Automatic,9.26,3498.0,301.8,4.0,8
Jaguar XJ 3.0L Premium Luxury,36.0,Dealer,50000,First Owner,Diesel,Automatic,12.9,2993.0,271.23,4.0,10
Mercedes-Benz CLS 350,36.0,Dealer,33000,First Owner,Petrol,Automatic,9.26,3498.0,306.0,4.0,8
BMW X5 xDrive 30d M Sport,36.0,Individual,85000,First Owner,Diesel,Automatic,15.97,2993.0,258.0,5.0,6
Mercedes-Benz E-Class E250 CDI Avantgrade,36.0,Individual,10000,First Owner,Diesel,Automatic,13.0,2143.0,201.1,5.0,8
BMW 3 Series GT Luxury Line,36.0,Dealer,28000,First Owner,Diesel,Automatic,21.76,1995.0,188.0,5.0,4
BMW 5 Series 520d Luxury Line,36.0,Dealer,55000,First Owner,Diesel,Automatic,22.48,1995.0,187.74,5.0,5
Mercedes-Benz GL-Class Progressive 220d,36.0,Dealer,35000,First Owner,Diesel,Automatic,17.9,2143.0,167.6,5.0,6
BMW 5 Series 530d M Sport,35.9,Dealer,45000,First Owner,Diesel,Automatic,14.69,2993.0,258.0,5.0,6
BMW 3 Series GT Luxury Line,35.8,Dealer,40000,First Owner,Diesel,Automatic,21.76,1995.0,188.0,5.0,4
Mercedes-Benz GL-Class 350 CDI Luxury,35.75,Dealer,120000,First Owner,Diesel,Automatic,12.0,2987.0,224.0,7.0,9
Land Rover Discovery Sport TD4 SE,35.75,Dealer,35800,First Owner,Diesel,Automatic,12.83,1999.0,148.31,7.0,5
Audi A6 35 TDI Technology,35.6,Dealer,8253,First Owner,Diesel,Automatic,17.68,1968.0,174.33,5.0,4
Skoda Superb Sportline 2.0 TDi AT,35.5,Dealer,8500,First Owner,Diesel,Automatic,18.19,1968.0,174.5,5.0,3
Kia Carnival Limousine,35.25,Dealer,14000,First Owner,Diesel,Automatic,14.11,2199.0,197.2,7.0,2
Mercedes-Benz E-Class E350 CDI Avantgrade,35.0,Individual,29000,First Owner,Diesel,Automatic,13.0,2987.0,265.0,5.0,6
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,35.0,Dealer,43715,First Owner,Diesel,Automatic,11.3,2987.0,254.8,7.0,9
Jaguar XF 2.0 Diesel Prestige,35.0,Dealer,34600,First Owner,Diesel,Automatic,19.33,1999.0,177.0,5.0,5
BMW X5 xDrive 30d,35.0,Dealer,70000,First Owner,Diesel,Automatic,15.3,2993.0,258.0,5.0,7
Mercedes-Benz M-Class ML 250 CDI,35.0,Dealer,40000,First Owner,Diesel,Automatic,15.26,2143.0,203.2,5.0,8
Jaguar XF Aero Sport Edition,35.0,Dealer,20000,First Owner,Diesel,Automatic,16.36,2179.0,187.7,5.0,7
Jaguar XF 2.0 Diesel Pure,35.0,Dealer,7600,First Owner,Diesel,Automatic,19.33,1999.0,177.0,5.0,5
BMW X3 xDrive 20d Expedition,35.0,Dealer,34000,First Owner,Diesel,Automatic,18.56,1995.0,190.0,5.0,2
Mercedes-Benz GL-Class 220d Celebration Edition,35.0,Dealer,40000,First Owner,Diesel,Automatic,17.9,2143.0,168.0,5.0,6
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,35.0,Dealer,87000,First Owner,Diesel,Automatic,11.3,2987.0,254.8,7.0,8
Porsche Boxster S tiptronic,35.0,Dealer,27000,First Owner,Petrol,Automatic,8.6,2706.0,265.0,2.0,16
BMW 6 Series 640d Gran Coupe,34.99,Dealer,34000,First Owner,Diesel,Automatic,9.52,2993.0,313.0,4.0,9
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,34.95,Dealer,51000,First Owner,Diesel,Automatic,11.3,2987.0,254.8,7.0,8
BMW 7 Series 730Ld,34.95,Dealer,33000,First Owner,Diesel,Automatic,16.46,2993.0,258.0,5.0,8
Audi A6 35 TDI Technology,34.9,Dealer,24000,First Owner,Diesel,Automatic,17.68,1968.0,174.33,5.0,4
Toyota Fortuner 2016-2021 2.8 2WD AT BSIV,34.85,Dealer,25344,First Owner,Diesel,Automatic,12.9,2755.0,174.5,7.0,4
Mercedes-Benz C-Class C 200 Avantgarde Edition C,34.8,Dealer,6577,First Owner,Petrol,Automatic,14.74,1991.0,181.03,5.0,4
Audi S5 Sportback,34.75,Dealer,22000,First Owner,Petrol,Automatic,12.28,2995.0,328.5,4.0,7
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,34.5,Dealer,89000,First Owner,Diesel,Automatic,11.3,2987.0,254.8,7.0,8
Jaguar XF 2.0 Diesel Portfolio,34.5,Dealer,20837,First Owner,Diesel,Automatic,19.33,1999.0,177.0,5.0,6
BMW X1 sDrive20d xLine,34.5,Dealer,40000,First Owner,Diesel,Automatic,19.62,1998.0,192.0,5.0,3
Mercedes-Benz GL-Class 350 CDI Luxury,34.5,Dealer,93000,First Owner,Diesel,Automatic,12.0,2987.0,224.0,7.0,8
BMW 3 Series 320d GT Luxury Line,34.5,Dealer,33000,First Owner,Diesel,Automatic,19.59,1995.0,187.74,5.0,5
BMW Z4 35i,34.25,Dealer,33000,First Owner,Petrol,Automatic,10.37,2979.0,301.72,2.0,10
Mercedes-Benz M-Class ML 350 CDI,34.0,Dealer,42900,First Owner,Diesel,Automatic,11.74,2987.0,254.8,5.0,7
Land Rover Range Rover Vogue SE 4.4 SDV8,34.0,Dealer,78000,First Owner,Diesel,Automatic,11.49,4367.0,335.3,5.0,11
BMW X3 xDrive 20d xLine,34.0,Dealer,35000,First Owner,Diesel,Automatic,18.56,1995.0,187.7,5.0,6
Audi A4 30 TFSI Technology,34.0,Dealer,17000,First Owner,Petrol,Automatic,17.84,1395.0,147.51,5.0,4
Toyota Fortuner 2016-2021 2.8 2WD AT BSIV,34.0,Dealer,9000,First Owner,Diesel,Automatic,12.9,2755.0,174.5,7.0,4
BMW 3 Series 320d Luxury Line Plus,34.0,Dealer,44000,First Owner,Diesel,Automatic,22.69,1995.0,190.0,5.0,4
Audi A3 35 TDI Premium Plus,34.0,Dealer,24000,First Owner,Diesel,Automatic,20.38,1968.0,143.0,5.0,3
Jaguar XF 3.0 Litre S Premium Luxury,34.0,Dealer,40000,First Owner,Diesel,Automatic,14.74,2993.0,270.9,5.0,8
Jaguar XJ 3.0L Portfolio,34.0,Dealer,47100,First Owner,Diesel,Automatic,10.5,2993.0,271.23,4.0,8
BMW 3 Series GT M Sport Petrol,34.0,Dealer,70000,First Owner,Petrol,Automatic,15.34,1998.0,248.0,5.0,4
Mercedes-Benz C-Class C 220 CDI BE Avantgarde,33.75,Dealer,24323,First Owner,Diesel,Automatic,14.84,2143.0,167.62,5.0,5
Mercedes-Benz C-Class C 220d Avantgarde Edition C,33.75,Dealer,45425,First Owner,Diesel,Automatic,19.27,2143.0,167.62,5.0,5
BMW 5 Series 520d Luxury Line,33.75,Dealer,48530,First Owner,Diesel,Automatic,18.12,1995.0,190.0,5.0,6
BMW 5 Series 520d Luxury Line,33.5,Dealer,22000,First Owner,Diesel,Automatic,22.48,1995.0,187.74,5.0,5
BMW 5 Series 520d M Sport,33.5,Dealer,40000,First Owner,Diesel,Automatic,18.12,1995.0,190.0,5.0,6
BMW X1 sDrive20d xLine,33.5,Dealer,18000,First Owner,Diesel,Automatic,19.62,1998.0,192.0,5.0,4
BMW X5 xDrive 30d,33.5,Dealer,95500,First Owner,Diesel,Automatic,15.3,2993.0,258.0,5.0,7
Mercedes-Benz GL-Class 220d 4MATIC Sport,33.5,Dealer,40000,First Owner,Diesel,Automatic,17.9,2143.0,170.0,5.0,6
Mini Clubman Cooper S,33.5,Dealer,11000,First Owner,Petrol,Automatic,13.79,1998.0,192.0,5.0,5
Mercedes-Benz C-Class C 220 CDI Avantgarde,33.5,Dealer,25000,First Owner,Diesel,Automatic,19.27,2143.0,170.0,5.0,4
BMW X5 xDrive 30d Design Pure Experience 5 Seater,33.5,Dealer,60000,First Owner,Diesel,Automatic,15.97,2993.0,258.0,5.0,8
Mercedes-Benz C-Class C 220d Avantgarde Edition C,33.5,Dealer,17000,First Owner,Diesel,Automatic,19.27,2143.0,167.62,5.0,5
Mercedes-Benz C-Class 220 CDI AT,33.5,Dealer,32057,First Owner,Diesel,Automatic,14.84,2143.0,170.0,5.0,5
BMW X6 xDrive30d,33.5,Dealer,59000,First Owner,Diesel,Automatic,11.2,2993.0,241.0,4.0,9
BMW 7 Series 730Ld Sedan,33.5,Dealer,48000,First Owner,Diesel,Automatic,16.46,2993.0,258.0,5.0,8
BMW 5 Series 520d Luxury Line,33.0,Dealer,21500,First Owner,Diesel,Automatic,18.12,1995.0,190.0,5.0,5
BMW 5 Series 520d M Sport,33.0,Dealer,51000,First Owner,Diesel,Automatic,18.12,1995.0,190.0,5.0,5
BMW 3 Series GT 320d Luxury Line,33.0,Dealer,50000,First Owner,Diesel,Automatic,19.59,1995.0,184.0,5.0,5
Audi A6 35 TDI Technology,33.0,Dealer,16000,First Owner,Diesel,Automatic,17.68,1968.0,174.33,5.0,6
Toyota Fortuner 2016-2021 2.8 4WD AT BSIV,33.0,Individual,30000,First Owner,Diesel,Automatic,15.04,2755.0,174.5,7.0,5
Toyota Fortuner 2016-2021 2.8 4WD AT BSIV,33.0,Individual,48000,First Owner,Diesel,Automatic,15.04,2755.0,174.5,7.0,3
Mercedes-Benz S-Class S 350 CDI,33.0,Dealer,30000,First Owner,Diesel,Automatic,13.5,2987.0,254.79,5.0,10
BMW X1 sDrive 20d xLine,33.0,Dealer,28000,First Owner,Diesel,Automatic,20.68,1995.0,188.0,5.0,4
BMW X1 sDrive 20d xLine,33.0,Dealer,12000,First Owner,Diesel,Automatic,20.68,1995.0,188.0,5.0,4
Jaguar XJ 3.0L Portfolio,33.0,Dealer,79000,First Owner,Diesel,Automatic,10.5,2993.0,271.23,4.0,8
BMW 3 Series 320d GT Luxury Line,33.0,Dealer,52000,First Owner,Diesel,Automatic,19.59,1995.0,187.74,5.0,5
Mini Clubman Cooper S,33.0,Dealer,6000,First Owner,Petrol,Automatic,13.79,1998.0,192.0,5.0,5
Toyota Fortuner 2016-2021 2.8 2WD AT BSIV,33.0,Dealer,45000,First Owner,Diesel,Automatic,12.9,2755.0,174.5,7.0,3
Toyota Fortuner 2016-2021 2.8 2WD AT,33.0,Dealer,32000,First Owner,Diesel,Automatic,12.9,2755.0,174.5,7.0,3
BMW Z4 2009-2013 35i,33.0,Dealer,24000,First Owner,Petrol,Automatic,10.37,2979.0,306.0,2.0,11
Toyota Fortuner 2016-2021 2.8 2WD AT,33.0,Dealer,33000,First Owner,Diesel,Automatic,12.9,2755.0,174.5,7.0,3
Toyota Fortuner 2016-2021 2.8 2WD MT,33.0,Dealer,22600,First Owner,Diesel,Manual,14.24,2755.0,174.5,7.0,3
BMW 3 Series GT Luxury Line,33.0,Dealer,72000,First Owner,Diesel,Automatic,21.76,1995.0,188.0,5.0,5
Jaguar XJ 3.0L,33.0,Dealer,63000,First Owner,Diesel,Automatic,10.5,2993.0,271.2,4.0,9
Toyota Fortuner 2016-2021 2.8 4WD AT BSIV,33.0,Individual,20000,First Owner,Diesel,Automatic,15.04,2755.0,174.5,7.0,5
Mercedes-Benz M-Class ML 350 4Matic,32.99,Dealer,43000,First Owner,Diesel,Automatic,0.0,2987.0,165.0,5.0,7
Land Rover Discovery Sport 2015-2020 TD4 HSE,32.9,Dealer,64000,First Owner,Diesel,Automatic,12.63,2179.0,147.5,5.0,6
Land Rover Discovery Sport 2015-2020 SD4 HSE Luxury 7S,32.9,Dealer,64000,First Owner,Diesel,Automatic,12.51,2179.0,187.7,7.0,6
